position;post_id;post_by;post_text;post_published;comment_id;comment_by;is_reply;comment_message;comment_published;comment_like_count
121_24;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084261438711;1abd7888ecd09f096cedaf810c24db06c24dbbda;0;BELLISIMA!!!;2016-03-25T13:06:16+0000;0
121_25;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154088836583711;578016e2d733477959cc016b91689389c6faba49;0;Bella Venezia!!!!;2016-03-26T13:02:06+0000;0
121_26;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154085917818711;6c541c52585d377117934f75d092b2f02202037c;0;sehr schön;2016-03-25T21:56:09+0000;0
121_27;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084372738711;a6170254fc7d8835f6febdd719be98f8981d12a0;0;Bella;2016-03-25T13:54:55+0000;0
121_28;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154085920683711;d575338fa58d894ad49c682babe54b299731192f;0;;2016-03-25T21:56:34+0000;0
121_29;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154088716793711;76c417a2a11cf11ceff3f4d194bea91ff59ce46f;0;????????????????????;2016-03-26T12:16:23+0000;0
121_30;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084478973711;e62a7aeb24f8d669cbc67fcf1ada114ff011bd6d;0;Matteo Petitti;2016-03-25T14:41:03+0000;1
121_31;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084422683711;83a7b5ae3eaf3aea7a86674e9591366471b4318c;0;Marissa Katherine;2016-03-25T14:16:02+0000;1
121_32;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154090030408711;8f442c4714ac3df6eb928bcb6d3c601ab0b3a51d;0;Mireya Martinez;2016-03-26T19:58:20+0000;1
121_33;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084719278711;db46e348a5c348388d989e4144241a2bf20f15c3;0;Sesilia Decolli ??????;2016-03-25T15:59:28+0000;0
121_34;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084232513711;596304e6fb32728d6eb78fc7b14d8b6f4b8d216c;0;Giorgio Malatesta!;2016-03-25T12:53:37+0000;0
121_35;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084287273711;696d1299d074c7895a0f17992dc32c8d71f7b5b0;1;sìììììì!!!! <3 <3;2016-03-25T13:15:20+0000;0
121_36;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084133323711;175a055ba75511c034275dfee597247182047abf;0;Pollo;2016-03-25T12:10:08+0000;0
121_37;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084644553711;520188751d74859173af63062ff0d8f0c311e810;0;We miss Italy!!!;2016-03-25T15:34:15+0000;0
121_38;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154084238858711;f6f7d9e5c075ca2c9f3e2675e1b4b1c8e4760889;0;?????;2016-03-25T12:56:31+0000;0
121_39;171645503710_10154084107073711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;2016-03-25T11:57:51+0000;10154084107073711_10154089376343711;eb3f9800da33f17efaffb92fb92f1499eae288ad;0;Magia....Italiana!;2016-03-26T16:21:12+0000;0
122_1;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154083886653711;caf73b6681c17f577e15a24266e3afd14533c7fe;0;Famosissima biblioteca di eccelso sapere;2016-03-25T10:21:14+0000;2
122_2;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154083828548711;e624994aade81440da51d387c35a7105602d2903;0;Buongiorno e un Sereno Venerdì :);2016-03-25T09:56:16+0000;2
122_3;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154085157958711;28841bfc57e0ee3c27b465d06a5f1aa5b8afa155;0;La conosco benissimo insieme con risulti e subisco rappresenta un triangolo benedettino di eccelso valore artistico culturale ed anche i prodotti come le caramelle ed i liquori sono eccellenti;2016-03-25T18:06:46+0000;0
122_4;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154085298453711;a3029dac610c81bac90ee6858fdca7c8cbe58e72;0;Ci sono stata! E' stupenda!!! Era la casa madre dell'abbazia di San Galgano!;2016-03-25T18:42:09+0000;0
122_5;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154086917943711;b5e269011dbd6f75c0b19e7119e54b2106be8518;0;Bellissima abbazia Cistercense, la conosco, ci sono stato tantissime volte.;2016-03-26T02:22:39+0000;0
122_6;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154089031038711;13de60767442b0121b2b5a3274baa4f1838396dc;1;ma certo che si!!!! grazie della dritta!!;2016-03-26T14:07:26+0000;0
122_7;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154085482773711;5a59a2127946ab433a1ae5fe38744c199475ccb1;0;Chiara ti potrebbe interessare visitare questa biblioteca? XD;2016-03-25T19:39:17+0000;1
122_8;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154084784803711;5451bf89bff6e8ca57a07fec0f67545fd2571622;0;L' Abbazia di Casamari fa parte del comune di Veroli;2016-03-25T16:21:36+0000;2
122_9;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154084303448711;2af4c5e5bb62ac877734e85be9063bf37df03148;0;Abbazia di Casamari# Veroli.;2016-03-25T13:21:36+0000;3
122_10;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154085414068711;49f3fe7af075862029ac0cc1080e964e0a8b9b51;0;Questa è la foto che ho fatto io;2016-03-25T19:16:58+0000;1
122_11;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154085628563711;93ab4b6ae93a7aa0fe5ba2996ac47d2c2cd4c320;0;Natalia ci andiamo una volta che vengo da voi? ??;2016-03-25T20:24:49+0000;0
122_12;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154085031633711;dd2ac094825221be4c2df6d97a86043c6dfe9fdc;0;da non perdere i liquori........;2016-03-25T17:30:24+0000;0
122_13;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154086085668711;7bcf8295f0b0c2dc6e72d06197cab4033e50a7fd;1;Davvero?;2016-03-25T22:19:24+0000;0
122_14;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154085419378711;22dd6c843a06e54d4eafc3e217f14a40609684db;0;Qui ci siamo sposati io e mia moglie;2016-03-25T19:18:25+0000;1
122_15;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154084145833711;48a940b93265b6abae35e393903dbbe9b48e2c8d;0;Luca quando andiamo? :);2016-03-25T12:16:36+0000;1
122_16;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154084303233711;f04481ff2c4dd7a9aaeecae6577ac3d1f05a58cb;1;Bellissima! ????;2016-03-25T13:21:27+0000;3
122_17;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154084127488711;7ea1f12faed3f8ab03d475105f8645871c40faaa;0;Sebastiano guarda un po'! ??;2016-03-25T12:08:23+0000;1
122_18;171645503710_10154083795013711;480c0cc2ae6611db5dad797cbba49ab98ca03ab2;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";2016-03-25T09:43:37+0000;10154083795013711_10154087485553711;a20d47d320e6f1d6f39179f54b1d9e6187e85b37;1;Hahha yeah that's crazy;2016-03-26T04:41:18+0000;0
