tipo;by;post_message;picture;link;link_domain;post_published;post_published_unix;post_published_sql;likes;likes_count_fb;comments_count_fb;comments_all;comments_base;comments_replies;shares;comment_likes;engagement;post_id;post_link
photo;post_page_171645503710;#Buongiorno dal Museo di Casa Vasari_ #Arezzo Illustre esempio di dimora d’artista_ dove Giorgio Vasari celebra il suo pensiero e la sua arte. Nelle sale riccamente affrescate ed arricchite da una preziosa quadreria di opere del Manierismo_ si testimonia la più alta espressione della civiltà artistica italiana del Cinquecento.  Come scrive nell’autobiografia_ Vasari acquista nel 1541 la casa “principiata in Arezzo_ con un sito per fare orti bellissimi nel borgo San Vito_ nella migliore aria della città”.  Dopo aver ultimato i lavori architettonici pone mano alla decorazione pittorica dal 1542 per terminarla completamente solo dopo il 1568. L’edificio_ a distanza di secoli_ si conserva sostanzialmente inalterato nei suoi ambienti principali.  Vasari affrescò le sale con l’intento di celebrare il ruolo dell’artista attraverso tematiche bibliche_ mitologiche e numerose allegorie_ testimonianza esemplare della civiltà cinquecentesca di cui fu uno dei maggiori interpreti. http://www.museistataliarezzo.it/museo-casa-vasari #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12987022_10154162198988711_3900598765295775213_n.jpg?oh=9852f8b29b8ff88d0f06952b360240fd&oe=57DD02C8;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154162198988711/?type=3;facebook.com;2016-04-19T08:48:36+0000;1461055716;19/04/2016 10:48;677;681;24;24;20;4;205;7;913;171645503710_10154162206343711;https://www.facebook.com/MIBACT/posts/10154162206343711
photo;post_page_171645503710;il Colosseo_ Roma.;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12998729_10154160417048711_3714673678196676821_n.jpg?oh=4ccafa0bc56f48a52f57a9b436c953c9&oe=57D58E02;https://www.facebook.com/MIBACT/photos/a.10150657459338711.412067.171645503710/10154160417048711/?type=3;facebook.com;2016-04-18T15:31:20+0000;1460993480;18/04/2016 17:31;661;666;5;4;4;0;33;1;699;171645503710_10154160417743711;https://www.facebook.com/MIBACT/posts/10154160417743711
photo;post_page_171645503710;#Buongiorno dalla biblioteca nazionale dell_abbazia di Farfa #Rieti.  http://www.bibliotecafarfa.it/ #Italiaviaggianelleabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13010851_10154159609738711_7246165339147326836_n.jpg?oh=949475f93ed0cdb0fc0d272e654c9088&oe=57DE441F;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154159609738711/?type=3;facebook.com;2016-04-18T08:25:35+0000;1460967935;18/04/2016 10:25;1155;1162;27;25;20;5;375;6;1561;171645503710_10154159609843711;https://www.facebook.com/MIBACT/posts/10154159609843711
photo;post_page_171645503710;Buon #Compleanno Leonardo Da Vinci.  Leonardo da Vinci - Pittore_ architetto_ scienziato (Vinci_ Firenze_ 15 aprile 1452 - castello di Cloux_ od. Clos-Lucé presso Amboise_ 2 maggio 1519)_ ha personificato il genio rinascimentale che rivoluzionò sia le arti figurative sia la storia del pensiero e della scienza. La biografia su Treccani.it http://www.treccani.it/enciclopedia/leonardo-da-vinci/;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12990933_10154152340838711_8747355467926802929_n.jpg?oh=0fe5d55d78ea0fe4ace9daa94acb1378&oe=57D17615;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154152340838711/?type=3;facebook.com;2016-04-15T09:03:07+0000;1460710987;15/04/2016 11:03;1846;1863;20;20;20;0;1121;6;2993;171645503710_10154152344478711;https://www.facebook.com/MIBACT/posts/10154152344478711
photo;post_page_171645503710;#Buongiorno dal Palazzo Ducale di Sassuolo #Modena.  La storia del palazzo così come si presenta oggi nella sua veste più recente inizia nel 1634 quando per volontà del duca Francesco I d’Este il più antico castello fu trasformato in luogo ufficiale di villeggiatura e di rappresentanza della corte. Francesco I fu il Duca che riportò agli antichi fasti il casato estense nel ducato di Modena e Reggio Emilia_ dopo la perdita di Ferrara nel 1598 e il trasferimento della capitale a Modena.  Il palazzo_ denominato anche “Delizia” per la sua architettura arricchita di fontane e circondata da spazi verdi_ per la bellezza delle decorazioni nei suoi ambienti_ e per il felice inserimento nell’ampia vallata del Secchia_ rappresenta un vero gioiello della cultura barocca dell’Italia settentrionale.  Scopriamolo su http://www.spsae-mo.beniculturali.it/index.php?it/129/palazzo-ducale-di-sassuolo #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13007243_10154152157298711_3711006099511361232_n.jpg?oh=a02faec027e0ba9a7d45ffb1bd64d54e&oe=579EB116;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154152157298711/?type=3;facebook.com;2016-04-15T07:18:17+0000;1460704697;15/04/2016 09:18;580;584;14;14;12;2;170;5;769;171645503710_10154152157573711;https://www.facebook.com/MIBACT/posts/10154152157573711
video;post_page_171645503710;In diretta Facebook l_inaugurazione dell_illuminazione dei ponti della valle a Caserta.  Reggia di Caserta;https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12441213_1038447492896095_120194995_n.jpg?oh=f926ce0dc6de2a6d31a932bffc80bb2d&oe=57E1643B;https://www.facebook.com/reggiaufficiale/videos/1038400389567472/;facebook.com;2016-04-14T18:14:57+0000;1460657697;14/04/2016 20:14;88;88;1;1;1;0;0;0;89;171645503710_10154151008308711;https://www.facebook.com/MIBACT/posts/10154151008308711
photo;post_page_171645503710;Ricordiamo #GianniRodari nell_anniversario della sua scomparsa.  MIUR Social Dario Franceschini - pagina ufficiale #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13006565_534178293410824_5310498235177918090_n.png?oh=0afe099e614a03a612d79042a764f33f&oe=57D5A767;https://www.facebook.com/MIURsocial/photos/a.112735808888410.19218.100924280069563/534178293410824/?type=3;facebook.com;2016-04-14T15:48:03+0000;1460648883;14/04/2016 17:48;1536;1540;3;3;3;0;0;15;1554;171645503710_10154150757738711;https://www.facebook.com/MIBACT/posts/10154150757738711
photo;post_page_171645503710;La Sicilia in mostra al British Museum a Londra dal 21 aprile al 14 agosto 2016 - Sicily: Culture and Conquest - La Soprintendenza archivistica della Sicilia - Archivio di Stato di Palermo partecipa con il più antico documento su carta_ conosciuto come il documento di Adelasia (1109).  Si tratta dell_ordine rivolto da Adelasia (Adelaide del Vasto)_ contessa di Calabria e Sicilia_ a vari ufficiali per la protezione dei monaci del monastero di S. Filippo di Demenna. Il documento_ datato 25 marzo 1109_ è scritto in greco ed arabo. Il prezioso documento_ che ha risentito degli effetti del tempo_ negli anni scorsi è stato oggetto di specifico intervento di restauro conservativo.  http://www.britishmuseum.org/whats_on/exhibitions/sicily.aspx;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12998713_10154150641828711_7589877028315314268_n.jpg?oh=29c3548251969203b0eb2e178c449d9b&oe=57A0D823;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154150641828711/?type=3;facebook.com;2016-04-14T15:03:14+0000;1460646194;14/04/2016 17:03;504;505;42;42;15;27;250;13;809;171645503710_10154150660608711;https://www.facebook.com/MIBACT/posts/10154150660608711
photo;post_page_171645503710;Grazie a Simone per le belle foto che ci ha inviato della sua visita alla Galleria Estense di Modena.  #MiBACTsocial Modena #MuseItaliani;https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/13015194_10154150591763711_747709305262079057_n.jpg?oh=075427120a98bbf3746f612461b694a3&oe=57A4DF5D;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154150591763711/?type=3;facebook.com;2016-04-14T14:33:49+0000;1460644429;14/04/2016 16:33;453;455;6;6;5;1;85;1;545;171645503710_10154150608428711;https://www.facebook.com/MIBACT/posts/10154150608428711
event;post_page_171645503710;L_Egitto a Pompei. Dal 20 aprile nella palestra grande verranno esposte statue monumentali in prestito dal Museo Egizio di Torino.  Inoltre percorsi e video installazioni renderanno la visita una esperienza unica.  Pompeii - Soprintendenza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/c30.0.130.130/p130x130/12987074_1524498344524045_8439107611352436249_n.jpg?oh=5385e51cfd2a24c68ff9b8763f65b3d6&oe=57E0F57F;https://www.facebook.com/events/1682010212066516/;facebook.com;2016-04-14T10:51:43+0000;1460631103;14/04/2016 12:51;885;890;33;32;19;13;0;14;931;171645503710_10154150298583711;https://www.facebook.com/MIBACT/posts/10154150298583711
photo;post_page_171645503710;#Buongiorno dall_Antiquarium di Boscoreale (NA).  L’Antiquarium_ istituito nel 1991 ed ospitato in un edificio costruito nelle adiacenze dell’area archeologica di Villa Regina_ illustra_ con l’ausilio di strumenti didattici_ la vita e l’ambiente dell’epoca romana nell_agro Vesuviano particolarmente favorevole all’insediamento ed allo sfruttamento umano. Vi sono esposti numerosi reperti rinvenuti spesso in eccezionale stato di conservazione sotto la coltre di cenere e lava vesuviana durante gli scavi effettuati_ tra la fine dell’Ottocento ed i primi decenni del Novecento_ in alcune delle case di Pompei e nelle ville rustiche e signorili attestate in questa zona_ i quali permettono di acquisire dati notevolmente precisi sul tenore di vita_ sulle condizioni economiche_ sugli usi e costumi degli abitanti di questo territorio in età romana. Visitiamolo: http://www.pompeiisites.org/Sezione.jsp?idSezione=285 #Italiaviaggianellabellezza #MiBACTsocial  Pompeii - Soprintendenza;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12985481_10154150118318711_3506655108028430357_n.jpg?oh=623c719a3cc68a2f0a5ca50ad5aa69d5&oe=57D82BF2;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154150118318711/?type=3;facebook.com;2016-04-14T09:11:52+0000;1460625112;14/04/2016 11:11;823;825;15;15;13;2;253;4;1095;171645503710_10154150123138711;https://www.facebook.com/MIBACT/posts/10154150123138711
photo;post_page_171645503710;#Buongiorno dal Museo Nazionale di San Matteo_ Pisa.  Il Museo raccoglie opere provenienti dai principali edifici ecclesiastici della città e del territorio. La collezione di scultura lapidea comprende opere dal primo Medioevo al Cinquecento_ tra cui spiccano notevoli testimonianze del periodo “romanico” e i capolavori di Nicola e Giovanni Pisano_ di Andrea e Nino Pisani_ Francesco di Valdambrino_ Donatello_ Michelozzo e Andrea della Robbia. Ricchissima la collezione di pittura_ che annovera oltre duecento dipinti dell’arte toscana tra il Cinquecento e il Settecento. La pinacoteca_ una delle più notevoli al mondo per l_arte cristiana_ conserva mirabili tavole di Giunta Pisano_ Berlinghiero_ Volterrano_ Simone Martini_ Lippo Memmi_ Francesco Traini_ Taddeo Gaddi_ Spinello Aretino affiancate_ per il Quattrocento_ dalle opere eccelse di Masaccio_ di Gentile da Fabriano_ del Beato Angelico_ di Benozzo Gozzoli e del Ghirlandaio.  http://www.sbappsae-pi.beniculturali.it/index.php?it/146/pisa-museo-nazionale-di-san-matteo #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13015150_10154147700203711_3356901812182167412_n.jpg?oh=e19e0c3d0476d6de838d621662023979&oe=57A043CF;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154147700203711/?type=3;facebook.com;2016-04-13T08:21:20+0000;1460535680;13/04/2016 10:21;338;339;8;8;8;0;91;2;439;171645503710_10154147702653711;https://www.facebook.com/MIBACT/posts/10154147702653711
photo;post_page_171645503710;Fino al 14 aprile si va al cinema a prezzo fisso in tutta Italia.  #CinemaDays;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12963435_10154145835068711_8143656331326368178_n.jpg?oh=0e8b18fd6d2e0048e125482bbf0904c0&oe=57D78638;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154145835068711/?type=3;facebook.com;2016-04-12T14:14:41+0000;1460470481;12/04/2016 16:14;228;229;11;11;7;4;113;1;353;171645503710_10154145835068711;https://www.facebook.com/MIBACT/posts/10154145835068711:0
link;post_page_171645503710;#Pompeii è su Facebook!  Cliccate _mi piace_ alla pagina ufficiale Pompeii - Soprintendenza  #MiBACTsocial;https://external.xx.fbcdn.net/safe_image.php?d=AQD2je3M1bIzHLdM&w=130&h=130&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Fhprofile-xtp1%2Fv%2Ft1.0-1%2Fp200x200%2F12122587_1478457742461439_8467026031826902432_n.jpg%3Foh%3D9bce2fe8c8da246ef05fc9cb02c95f2b%26oe%3D577AECEE&cfs=1;https://www.facebook.com/pompeiisoprintendenza/;facebook.com;2016-04-12T13:51:25+0000;1460469085;12/04/2016 15:51;217;218;5;5;5;0;0;0;222;171645503710_10154145793878711;https://www.facebook.com/MIBACT/posts/10154145793878711
photo;post_page_171645503710;"#Buongiorno dal Parco Archeologico Ambientale di Vulci (VT).  Vulci_ esplorata archeologicamente a partire dall’ 800_ è una delle metropoli dell’Etruria marittima. Il centro_ nato nel il Bronzo Finale (XI secolo a.C.)_ si sviluppa fino alla conquista romana del 280 a.C.; eretta a municipio in epoca tardo-repubblicana_ continua a vivere fino ad età tardo antica: rifrequentato in epoca alto-medievale_ l’insediamento continua_ al di la del fiume Fiora_ con l’abbazia benedettina fortificata di S. Mamiliano_ della quale resta traccia_ oltre che nei documenti archivistici_ anche nel Castello della Badia_ una struttura attestata fin dal IX secolo che oggi ospita il museo di Vulci. Scopriamola su http://www.archeologialazio.beniculturali.it/it/328/parco-archeologico #Italiaviaggianellabellezza #MiBACTsocial";https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12993626_10154145177978711_1191150445324314807_n.jpg?oh=318643b4e6a32f37f208a64b6158417d&oe=57D4E39B;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154145177978711/?type=3;facebook.com;2016-04-12T07:29:11+0000;1460446151;12/04/2016 09:29;1577;1584;70;70;59;11;1020;32;2699;171645503710_10154145181278711;https://www.facebook.com/MIBACT/posts/10154145181278711
photo;post_page_171645503710;#Buongiorno da Palazzo Barberini. Galleria Nazionale d_Arte Antica_ #Roma.  Nel 1623 salì al soglio papale_ con il nome di Urbano VIII_ il cardinale Maffeo Barberini. Fin dalla giovinezza il futuro pontefice era dotato di una raffinata cultura umanistica che caratterizzò il mecenatismo esercitato da lui e dalla sua famiglia negli anni del suo lungo pontificato (1623-1644). La potente famiglia Barberini_ di origine toscana_ volle tra l_altro costruire come sede di rappresentanza_ una residenza fastosa e degna delle più prestigiose famiglie romane. Scopriamo di più su http://galleriabarberini.beniculturali.it/ #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12963676_10154142822493711_8662955161705509921_n.jpg?oh=83d1a4a4534128c689ac3fb348276996&oe=57DC4084;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154142822493711/?type=3;facebook.com;2016-04-11T07:41:55+0000;1460360515;11/04/2016 09:41;1216;1227;27;27;21;6;276;9;1528;171645503710_10154142830048711;https://www.facebook.com/MIBACT/posts/10154142830048711
photo;post_page_171645503710;Questa mattina il premier Matteo Renzi a #Napoli_ al Museo Nazionale di Capodimonte e a Pietrarsa per gli Stati Generali del Turismo  #PST2016;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12122480_10153743820704915_1913519575337549044_n.jpg?oh=87c520c4d7f22ebfe2fbf82a741d58c8&oe=57D653BD;https://www.facebook.com/matteorenziufficiale/photos/a.10151728379389915.1073741828.113335124914/10153743820704915/?type=3;facebook.com;2016-04-09T13:05:57+0000;1460207157;09/04/2016 15:05;68;71;43;43;41;2;0;84;195;171645503710_10154138089278711;https://www.facebook.com/MIBACT/posts/10154138089278711
photo;post_page_171645503710;Domenica al Museo di Palazzo Ducale di Mantova: le favole dei Gonzaga. www.mantovaducale.beniculturali.it;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12938318_10154136201688711_3037202263469142594_n.jpg?oh=75ef54cb021a504e1bc201c6f3969719&oe=57E4DEDB;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154136201688711/?type=3;facebook.com;2016-04-08T18:17:19+0000;1460139439;08/04/2016 20:17;383;388;2;2;2;0;84;1;470;171645503710_10154136201688711;https://www.facebook.com/MIBACT/posts/10154136201688711:0
photo;post_page_171645503710;Pronti per IlMaggioDeiLibri?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12938158_966387853481568_6558804275841689384_n.jpg?oh=5dbfc6f60dc3372d55c66516f78c984d&oe=5799B2EC;https://www.facebook.com/Biblilist/photos/a.731518760301813.1073741828.726876577432698/966387853481568/?type=3;facebook.com;2016-04-08T17:08:25+0000;1460135305;08/04/2016 19:08;82;82;8;8;4;4;0;4;94;171645503710_10154136067858711;https://www.facebook.com/MIBACT/posts/10154136067858711
photo;post_page_171645503710;Aprono i depositi del Museo Archeologico Nazionale di #Paestum (SA).  Ogni venerdì_ a partire dal 15 aprile! La prenotazione è consigliata e può essere effettuata chiamando  il numero di telefono  0828 811023  oppure scrivendo a  pae.didattica@beniculturali.it  Parco Archeologico PaestumDario Franceschini - pagina ufficiale;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12963902_10154135984043711_7974695256107848489_n.jpg?oh=5d5c1560db5fb54f8bd75f1ae0edd642&oe=57D31A26;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154135984043711/?type=3;facebook.com;2016-04-08T16:22:31+0000;1460132551;08/04/2016 18:22;379;383;10;10;7;3;218;4;611;171645503710_10154135984043711;https://www.facebook.com/MIBACT/posts/10154135984043711:0
photo;post_page_171645503710;Più visitatori e più introiti nei #MuseItaliani nei primi tre mesi del 2016. Visitatori e introiti crescono rispettivamente del 13_5% e del 24%  I dati completi su: http://www.beniculturali.it/mibac/export/MiBAC/sito-MiBAC/Contenuti/MibacUnif/Comunicati/visualizza_asset.html_1682489994.html;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12974543_10154135688483711_3409668755069588183_n.jpg?oh=403d31e59461e28b2f748e487caa61b9&oe=579E2ACC;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154135688483711/?type=3;facebook.com;2016-04-08T14:21:17+0000;1460125277;08/04/2016 16:21;513;518;20;20;14;6;61;14;608;171645503710_10154135688483711;https://www.facebook.com/MIBACT/posts/10154135688483711:0
photo;post_page_171645503710;#Buongiorno da Villa Pignatelli_ #Napoli.  Nel 1955 la principessa Rosina Pignatelli_ dona allo Stato la Villa che si erge alla Riviera di Chiaia_ circondata da un ampio parco con annesse costruzioni. Con l_arredo che la costituiva viene così fondato il Museo intitolato a Diego Aragona Pignatelli Cortes_ uno dei pochi esempi_ se non l_unico_ per l_intrinseco rapporto fra edificio e collezioni_ di casamuseo esistente oggi a Napoli. La Villa rappresenta un modello_ tra i più rilevanti_ dell_architettura neoclassica napoletana_ caratterizzata dalla magniloquenza degli elementi adottati e dalla compresenza di stilemi diversi: da quelli neorinascimentali delle torrette d_ingresso in pietra lavica_ alle riprese dell_ architettura greca antica_ neopalladiana e neopompeiana_ fino alla originale soluzione del monumentale colonnato neodorico_ che si sovrappone al retrostante ordine ionico gigante presente in facciata.  Scopriamola http://www.polomusealecampania.beniculturali.it/index.php/il-museo-pignatelli #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12417882_10154135024853711_2939435380814867769_n.jpg?oh=5d55fe06a8d227f5923b0c38b2857cfa&oe=57E73A61;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154135024853711/?type=3;facebook.com;2016-04-08T07:58:40+0000;1460102320;08/04/2016 09:58;1510;1520;48;48;36;12;451;36;2045;171645503710_10154135031743711;https://www.facebook.com/MIBACT/posts/10154135031743711
video;post_page_171645503710;Grazie a Rai.tv ecco il nuovo spot sul Turismo in Italia _Amo l_Italia_ #PST2016 #MiBACTsocial  Dario Franceschini - pagina ufficiale;https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594182_10154133828328711_1932318751_n.jpg?oh=d2a86a477cbca72c83af4f331384353c&oe=57E2BDBA;https://www.facebook.com/MIBACT/videos/10154133826838711/;facebook.com;2016-04-07T19:26:11+0000;1460057171;07/04/2016 21:26;443;445;73;72;57;15;499;130;1144;171645503710_10154133826838711;https://www.facebook.com/MIBACT/videos/10154133826838711/
video;post_page_171645503710;#PST2016 intervento del DG Turismo del MiBACT;https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12441034_10154133455803711_67668269_n.jpg?oh=9c8d801d5aa336ceeb171c871efcb78e&oe=57D10A01;https://www.facebook.com/MIBACT/videos/10154133441978711/;facebook.com;2016-04-07T15:58:54+0000;1460044734;07/04/2016 17:58;110;110;3;3;3;0;25;2;140;171645503710_10154133441978711;https://www.facebook.com/MIBACT/videos/10154133441978711/
photo;post_page_171645503710;Iniziati a Pietrarsa (NA) gli Stati Generali del Turismo.  Le informazioni su www.pst.beniculturali.it e seguendo #PST2016  Dario Franceschini - pagina ufficiale;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11244479_10154133218678711_6524559204433657295_n.jpg?oh=23abd86c6a30aea727293b03b2e0f428&oe=57D1C8D7;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154133218678711/?type=3;facebook.com;2016-04-07T14:16:30+0000;1460038590;07/04/2016 16:16;80;81;0;0;0;0;16;0;96;171645503710_10154133218678711;https://www.facebook.com/MIBACT/posts/10154133218678711:0
video;post_page_171645503710;In diretta da Pietrarsa per #PST2016;https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12441204_10154133205443711_289910653_n.jpg?oh=d97ab4974747bcfe18749b89643ac1ec&oe=57E64524;https://www.facebook.com/MIBACT/videos/10154133181738711/;facebook.com;2016-04-07T13:55:44+0000;1460037344;07/04/2016 15:55;40;41;6;6;5;1;26;4;76;171645503710_10154133181738711;https://www.facebook.com/MIBACT/videos/10154133181738711/
photo;post_page_171645503710;#Buongiorno dal Castello di Miramare_ Trieste.  Circondato da un rigoglioso parco ricco di pregiate specie botaniche_ gode di una posizione panoramica incantevole_ in quanto si trova a picco sul mare_ sulla punta del promontorio di Grignano che si protende nel golfo di Trieste a circa una decina di chilometri dalla città. Voluto attorno alla metà dall’Ottocento dall’arciduca Ferdinando Massimiliano d’Asburgo per abitarvi insieme alla consorte Carlotta del Belgio_ offre la testimonianza unica di una lussuosa dimora nobiliare conservatasi con i suoi arredi interni originari. Visitiamolo www.castello-miramare.it #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12919754_10154132568468711_357342994121427754_n.jpg?oh=f7ddadb89702448991caa7b95ed697a8&oe=57DB38EF;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154132568468711/?type=3;facebook.com;2016-04-07T07:40:57+0000;1460014857;07/04/2016 09:40;1124;1136;66;66;49;17;299;36;1525;171645503710_10154132571758711;https://www.facebook.com/MIBACT/posts/10154132571758711
photo;post_page_171645503710;Stati generali del Turismo. Domani a Pietrarsa (NA) tre giorni per parlare di strategie e visioni per il nuovo piano nazionale del Turismo. Programma qui http://www.beniculturali.it/mibac/export/MiBAC/sito-MiBAC/Contenuti/MibacUnif/Comunicati/visualizza_asset.html_148967114.html  #PST2016;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12439448_10154130412938711_9048995773895482938_n.jpg?oh=ac85f3856d30af75723ba5d4fff6fa1c&oe=57A29591;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154130412938711/?type=3;facebook.com;2016-04-06T12:56:25+0000;1459947385;06/04/2016 14:56;147;149;5;5;5;0;86;0;238;171645503710_10154130415073711;https://www.facebook.com/MIBACT/posts/10154130415073711
photo;post_page_171645503710;Apre oggi il Salone del Restauro di Ferrara.  Venite a trovarci allo stand MiBACT. Qui il programma http://www.beniculturali.it/mibac/export/MiBAC/sito-MiBAC/Contenuti/MibacUnif/Eventi/visualizza_asset.html_94635281.html;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12670683_10154130063203711_2531942378734921930_n.jpg?oh=5c5df7285a9937eaa9de0bc731b57fc8&oe=57A1615F;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154130063203711/?type=3;facebook.com;2016-04-06T08:41:29+0000;1459932089;06/04/2016 10:41;74;74;0;0;0;0;27;0;101;171645503710_10154130063203711;https://www.facebook.com/MIBACT/posts/10154130063203711:0
photo;post_page_171645503710;#Buongiorno dalla Galleria Nazionale di Palazzo Spinola_ #Genova.  La Galleria Nazionale di Palazzo Spinola ha sede nello storico palazzo di Piazza Pellicceria. L’edificio fu costruito nel 1593 per volontà di Francesco Grimaldi su preesistenze medioevali. Della prima versione del palazzo ci ha lasciato preziosa documentazione Pier Paolo Rubens nel volume I palazzi di Genova da lui pubblicato ad Anversa nel 1622_ che testimonia l’originario collegamento tra le due ali del palazzo con un loggiato aperto_ chiuso poi a metà Seicento e_ in corrispondenza con il secondo piano_ con una terrazza su cui fu costruita nel 1734 la galleria degli specchi. Nel disegno è visibile anche il decoro originario a fresco con finte architetture di cui sono visibili alcuni lacerti nel cortile interno dai quali si deduce la continuità d’impostazione tra le facciate esterne e il decoro a fresco visibile nelle sale del primo piano nobile. Scopriamola su www.palazzospinola.beniculturali.it #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12670653_10154130009738711_6735855569144461486_n.jpg?oh=3a4606f6b6cb40ac470b433f03638376&oe=57DB8FEF;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154130009738711/?type=3;facebook.com;2016-04-06T07:58:37+0000;1459929517;06/04/2016 09:58;519;525;7;7;5;2;124;5;655;171645503710_10154130009828711;https://www.facebook.com/MIBACT/posts/10154130009828711
photo;post_page_171645503710;Avete visto i super eroi di Adrian Tranquilli al Museo archeologico di Napoli? #MANN;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12932756_10154128082853711_5335914311980415913_n.jpg?oh=4fd55a878bd58091f58d7901eeb2fec2&oe=57E5DC67;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154128082853711/?type=3;facebook.com;2016-04-05T13:34:16+0000;1459863256;05/04/2016 15:34;419;422;12;12;11;1;117;7;555;171645503710_10154128086723711;https://www.facebook.com/MIBACT/posts/10154128086723711
photo;post_page_171645503710;#Buongiorno dal Museo Archeologico statale di Urbisaglia (MC). E_ il museo del territorio della colonia romana di Urbs Salvia e offre una ricca esposizione di materiali provenienti da indagini e ricerche avviate già nel ‘700_ mirata ad approfondire i temi della romanizzazione del sito. Il percorso espositivo si articola su due piani: al piano terra il visitatore è accolto da un unicum del Piceno romano e al primo piano sono esposti i ritratti rinvenuti nel criptoportico_ gli affreschi delle pareti_ le statue provenienti dal teatro e le monumentali iscrizioni dell’anfiteatro che forniscono una tangibile dimostrazione della ricchezza della città nella prima epoca imperiale. visitiamolo su http://www.archeomarche.beniculturali.it/index.php?it/120/museo-archeologico-statale-di-urbisaglia  #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12512757_10154127598833711_778264238639435159_n.jpg?oh=d30339973039608d8f256666debad7cf&oe=57E0A3B6;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154127598833711/?type=3;facebook.com;2016-04-05T08:00:27+0000;1459843227;05/04/2016 10:00;337;339;3;3;3;0;69;1;410;171645503710_10154127605418711;https://www.facebook.com/MIBACT/posts/10154127605418711
